zip;primary_city;state;latitude;longitude;country
27285;Kernersville;NC;36.11;-80.07;US
27288;Eden;NC;36.5;-79.74;US
27289;Eden;NC;36.5;-79.74;US
27291;Leasburg;NC;36.4;-79.16;US
27292;Lexington;NC;35.8;-80.25;US
27293;Lexington;NC;35.8;-80.25;US
27294;Lexington;NC;35.8;-80.25;US
27295;Lexington;NC;35.8;-80.25;US
27298;Liberty;NC;35.85;-79.57;US
27299;Linwood;NC;35.75;-80.31;US
27301;Mc Leansville;NC;36.1;-79.66;US
27302;Mebane;NC;36.09;-79.27;US
27305;Milton;NC;36.53;-79.2;US
27306;Mount Gilead;NC;35.21;-80;US
27310;Oak Ridge;NC;36.17;-79.98;US
27311;Pelham;NC;36.5;-79.46;US
27312;Pittsboro;NC;35.71;-79.17;US
27313;Pleasant Garden;NC;35.96;-79.77;US
27314;Prospect Hill;NC;36.25;-79.2;US
27315;Providence;NC;36.5;-79.36;US
27316;Ramseur;NC;35.73;-79.65;US
27317;Randleman;NC;35.81;-79.8;US
27320;Reidsville;NC;36.34;-79.67;US
27321;Reidsville;NC;36.35;-79.66;US
27322;Reidsville;NC;36.35;-79.66;US
27323;Reidsville;NC;36.34;-79.67;US
27325;Robbins;NC;35.43;-79.58;US
27326;Ruffin;NC;36.45;-79.55;US
27330;Sanford;NC;35.47;-79.18;US
27331;Sanford;NC;35.47;-79.18;US
27332;Sanford;NC;35.36;-79.13;US
27340;Saxapahaw;NC;35.94;-79.32;US
27341;Seagrove;NC;35.54;-79.77;US
27342;Sedalia;NC;36.14;-79.57;US
27343;Semora;NC;36.49;-79.14;US
27344;Siler City;NC;35.72;-79.46;US
27349;Snow Camp;NC;35.86;-79.41;US
27350;Sophia;NC;35.81;-79.89;US
27351;Southmont;NC;35.81;-80.26;US
27355;Staley;NC;35.79;-79.55;US
27356;Star;NC;35.4;-79.78;US
27357;Stokesdale;NC;36.23;-79.98;US
27358;Summerfield;NC;36.2;-79.89;US
27359;Swepsonville;NC;36.02;-79.35;US
27360;Thomasville;NC;35.88;-80.07;US
27361;Thomasville;NC;35.88;-80.07;US
27370;Trinity;NC;35.88;-80.01;US
27371;Troy;NC;35.36;-79.89;US
27373;Wallburg;NC;36.01;-80.14;US
27374;Welcome;NC;35.91;-80.25;US
27375;Wentworth;NC;36.4;-79.76;US
27376;West End;NC;35.24;-79.53;US
27377;Whitsett;NC;36.03;-79.59;US
27379;Yanceyville;NC;36.4;-79.34;US
27395;Greensboro;NC;36.07;-79.79;US
27401;Greensboro;NC;36.07;-79.82;US
27402;Greensboro;NC;36.07;-79.82;US
27403;Greensboro;NC;36.07;-79.82;US
27404;Greensboro;NC;36.07;-79.82;US
27405;Greensboro;NC;36.07;-79.82;US
27406;Greensboro;NC;36.07;-79.82;US
27407;Greensboro;NC;36.07;-79.82;US
27408;Greensboro;NC;36.07;-79.82;US
27409;Greensboro;NC;36.07;-79.82;US
27410;Greensboro;NC;36.07;-79.82;US
27411;Greensboro;NC;36.07;-79.82;US
27412;Greensboro;NC;36.07;-79.82;US
27413;Greensboro;NC;36.07;-79.82;US
27415;Greensboro;NC;36.07;-79.82;US
27416;Greensboro;NC;36.07;-79.82;US
27417;Greensboro;NC;36.07;-79.82;US
27419;Greensboro;NC;36.07;-79.82;US
27420;Greensboro;NC;36.07;-79.82;US
27425;Greensboro;NC;36.07;-79.82;US
27427;Greensboro;NC;36.07;-79.82;US
27429;Greensboro;NC;36.07;-79.82;US
27435;Greensboro;NC;36.07;-79.82;US
27438;Greensboro;NC;36.07;-79.82;US
27455;Greensboro;NC;36.07;-79.82;US
27480;Greensboro;NC;36.07;-79.79;US
27495;Greensboro;NC;36.07;-79.82;US
27497;Greensboro;NC;36.07;-79.95;US
27498;Greensboro;NC;36.07;-79.82;US
27499;Greensboro;NC;36.07;-79.82;US
27501;Angier;NC;35.51;-78.73;US
27502;Apex;NC;35.72;-78.84;US
27503;Bahama;NC;36.17;-78.88;US
27504;Benson;NC;35.37;-78.54;US
27505;Broadway;NC;35.45;-79.05;US
27506;Buies Creek;NC;35.4;-78.74;US
27507;Bullock;NC;36.5;-78.55;US
27508;Bunn;NC;35.95;-78.25;US
27509;Butner;NC;36.13;-78.77;US
27510;Carrboro;NC;35.91;-79.08;US
27511;Cary;NC;35.78;-78.79;US
27512;Cary;NC;35.78;-78.79;US
27513;Cary;NC;35.78;-78.79;US
27514;Chapel Hill;NC;35.92;-79.04;US
27515;Chapel Hill;NC;35.92;-79.04;US
27516;Chapel Hill;NC;35.92;-79.04;US
27517;Chapel Hill;NC;35.84;-79.03;US
27518;Cary;NC;35.78;-78.79;US
27519;Cary;NC;35.78;-78.79;US
27520;Clayton;NC;35.64;-78.45;US
27521;Coats;NC;35.4;-78.66;US
27522;Creedmoor;NC;36.12;-78.68;US
27523;Apex;NC;35.77;-78.94;US
27524;Four Oaks;NC;35.44;-78.42;US
27525;Franklinton;NC;36.1;-78.45;US
27526;Fuquay Varina;NC;35.54;-78.83;US
27527;Clayton;NC;35.63;-78.36;US
27528;Clayton;NC;35.65;-78.45;US
27529;Garner;NC;35.69;-78.62;US
27530;Goldsboro;NC;35.37;-77.97;US
27531;Goldsboro;NC;35.37;-77.97;US
27532;Goldsboro;NC;35.37;-77.97;US
27533;Goldsboro;NC;35.37;-77.97;US
27534;Goldsboro;NC;35.37;-77.97;US
27536;Henderson;NC;36.32;-78.41;US
27537;Henderson;NC;36.37;-78.37;US
27539;Apex;NC;35.67;-78.81;US
27540;Holly Springs;NC;35.65;-78.83;US
27541;Hurdle Mills;NC;36.25;-79.08;US
27542;Kenly;NC;35.59;-78.12;US
27543;Kipling;NC;35.48;-78.81;US
27544;Kittrell;NC;36.22;-78.44;US
27545;Knightdale;NC;35.79;-78.48;US
27546;Lillington;NC;35.39;-78.81;US
27549;Louisburg;NC;36.1;-78.29;US
27551;Macon;NC;36.43;-78.08;US
27552;Mamers;NC;35.41;-78.94;US
27553;Manson;NC;36.47;-78.29;US
27555;Micro;NC;35.56;-78.2;US
27556;Middleburg;NC;36.39;-78.32;US
27557;Middlesex;NC;35.78;-78.2;US
27559;Moncure;NC;35.62;-79.08;US
27560;Morrisville;NC;35.83;-78.83;US
27562;New Hill;NC;35.68;-78.9;US
27563;Norlina;NC;36.44;-78.19;US
27564;Creedmoor;NC;36.11;-78.68;US
27565;Oxford;NC;36.31;-78.58;US
27568;Pine Level;NC;35.51;-78.24;US
27569;Princeton;NC;35.46;-78.16;US
27570;Ridgeway;NC;36.42;-78.26;US
27571;Rolesville;NC;35.92;-78.45;US
27572;Rougemont;NC;36.22;-78.93;US
27573;Roxboro;NC;36.4;-78.98;US
27574;Roxboro;NC;36.41;-78.85;US
27576;Selma;NC;35.53;-78.28;US
27577;Smithfield;NC;35.5;-78.34;US
27581;Stem;NC;36.19;-78.72;US
27582;Stovall;NC;36.44;-78.56;US
27583;Timberlake;NC;36.28;-78.95;US
27584;Townsville;NC;36.5;-78.42;US
27586;Vaughan;NC;36.44;-77.98;US
27587;Wake Forest;NC;35.97;-78.52;US
27588;Wake Forest;NC;35.97;-78.52;US
27589;Warrenton;NC;36.4;-78.15;US
27591;Wendell;NC;35.78;-78.36;US
27592;Willow Spring;NC;35.54;-78.66;US
27593;Wilsons Mills;NC;35.58;-78.35;US
27594;Wise;NC;36.48;-78.18;US
27596;Youngsville;NC;36.02;-78.47;US
27597;Zebulon;NC;35.82;-78.31;US
27599;Chapel Hill;NC;35.92;-79.04;US
27601;Raleigh;NC;35.82;-78.65;US
27602;Raleigh;NC;35.82;-78.65;US
27603;Raleigh;NC;35.82;-78.65;US
27604;Raleigh;NC;35.82;-78.65;US
27605;Raleigh;NC;35.82;-78.65;US
27606;Raleigh;NC;35.82;-78.65;US
27607;Raleigh;NC;35.82;-78.65;US
27608;Raleigh;NC;35.82;-78.65;US
27609;Raleigh;NC;35.82;-78.65;US
27610;Raleigh;NC;35.82;-78.65;US
27611;Raleigh;NC;35.82;-78.65;US
27612;Raleigh;NC;35.82;-78.65;US
27613;Raleigh;NC;35.82;-78.65;US
27614;Raleigh;NC;35.82;-78.65;US
27615;Raleigh;NC;35.82;-78.65;US
27616;Raleigh;NC;35.82;-78.65;US
27617;Raleigh;NC;35.88;-78.75;US
27619;Raleigh;NC;35.82;-78.65;US
27620;Raleigh;NC;35.82;-78.65;US
27621;Raleigh;NC;35.82;-78.65;US
27622;Raleigh;NC;35.82;-78.65;US
27623;Raleigh;NC;35.82;-78.65;US
27624;Raleigh;NC;35.82;-78.65;US
27625;Raleigh;NC;35.82;-78.65;US
27626;Raleigh;NC;35.82;-78.65;US
27627;Raleigh;NC;35.82;-78.65;US
27628;Raleigh;NC;35.82;-78.65;US
27629;Raleigh;NC;35.82;-78.65;US
27634;Raleigh;NC;35.82;-78.65;US
27635;Raleigh;NC;35.82;-78.65;US
27636;Raleigh;NC;35.82;-78.65;US
27640;Raleigh;NC;35.82;-78.65;US
27650;Raleigh;NC;35.82;-78.65;US
27656;Raleigh;NC;35.82;-78.65;US
27658;Raleigh;NC;35.82;-78.65;US
27661;Raleigh;NC;35.82;-78.65;US
27668;Raleigh;NC;35.82;-78.65;US
27675;Raleigh;NC;35.82;-78.65;US
27676;Raleigh;NC;35.82;-78.65;US
27690;Raleigh;NC;35.82;-78.65;US
27695;Raleigh;NC;35.82;-78.65;US
27697;Raleigh;NC;35.82;-78.65;US
27698;Raleigh;NC;35.82;-78.65;US
27699;Raleigh;NC;35.82;-78.65;US
27701;Durham;NC;35.98;-78.91;US
27702;Durham;NC;35.98;-78.91;US
27703;Durham;NC;35.98;-78.91;US
27704;Durham;NC;35.98;-78.91;US
27705;Durham;NC;35.98;-78.91;US
27706;Durham;NC;35.98;-78.91;US
27707;Durham;NC;35.98;-78.91;US
27708;Durham;NC;35.98;-78.91;US
27709;Durham;NC;35.98;-78.91;US
27710;Durham;NC;35.98;-78.91;US
27711;Durham;NC;35.98;-78.91;US
27712;Durham;NC;35.98;-78.91;US
27713;Durham;NC;35.98;-78.91;US
27715;Durham;NC;35.98;-78.91;US
27717;Durham;NC;35.98;-78.91;US
27722;Durham;NC;35.98;-78.91;US
27801;Rocky Mount;NC;35.95;-77.81;US
27802;Rocky Mount;NC;35.95;-77.81;US
27803;Rocky Mount;NC;35.95;-77.81;US
27804;Rocky Mount;NC;35.95;-77.81;US
27805;Aulander;NC;36.22;-77.11;US
27806;Aurora;NC;35.3;-76.78;US
27807;Bailey;NC;35.78;-78.11;US
27808;Bath;NC;35.47;-76.81;US
27809;Battleboro;NC;36.04;-77.75;US
27810;Belhaven;NC;35.54;-76.62;US
27811;Bellarthur;NC;35.57;-77.49;US
27812;Bethel;NC;35.8;-77.37;US
27813;Black Creek;NC;35.63;-77.93;US
27814;Blounts Creek;NC;35.36;-76.92;US
27815;Rocky Mount;NC;35.92;-77.67;US
27816;Castalia;NC;36.08;-78.05;US
27817;Chocowinity;NC;35.51;-77.09;US
27818;Como;NC;36.49;-77.01;US
27819;Conetoe;NC;35.81;-77.45;US
27820;Conway;NC;36.43;-77.22;US
27821;Edward;NC;35.32;-76.89;US
27822;Elm City;NC;35.8;-77.86;US
27823;Enfield;NC;36.17;-77.66;US
27824;Engelhard;NC;35.54;-76.02;US
27825;Everetts;NC;35.83;-77.17;US
27826;Fairfield;NC;35.57;-76.24;US
27827;Falkland;NC;35.69;-77.51;US
27828;Farmville;NC;35.59;-77.59;US
27829;Fountain;NC;35.67;-77.63;US
27830;Fremont;NC;35.54;-77.97;US
27831;Garysburg;NC;36.44;-77.55;US
27832;Gaston;NC;36.49;-77.64;US
27833;Greenville;NC;35.59;-77.37;US
27834;Greenville;NC;35.59;-77.37;US
27835;Greenville;NC;35.59;-77.37;US
27836;Greenville;NC;35.59;-77.37;US
27837;Grimesland;NC;35.56;-77.19;US
27839;Halifax;NC;36.32;-77.59;US
27840;Hamilton;NC;35.94;-77.2;US
27841;Hassell;NC;35.9;-77.27;US
27842;Henrico;NC;36.53;-77.83;US
27843;Hobgood;NC;36.02;-77.39;US
27844;Hollister;NC;36.25;-77.92;US
27845;Jackson;NC;36.39;-77.41;US
27846;Jamesville;NC;35.81;-76.89;US
27847;Kelford;NC;36.18;-77.22;US
27849;Lewiston Woodville;NC;36.11;-77.17;US
27850;Littleton;NC;36.43;-77.91;US
27851;Lucama;NC;35.64;-78;US
27852;Macclesfield;NC;35.75;-77.67;US
27853;Margarettsville;NC;36.53;-77.35;US
27854;Milwaukee;NC;36.4;-77.23;US
27855;Murfreesboro;NC;36.44;-77.09;US
27856;Nashville;NC;35.96;-77.95;US
27857;Oak City;NC;35.96;-77.3;US
27858;Greenville;NC;35.59;-77.37;US
27860;Pantego;NC;35.58;-76.65;US
27861;Parmele;NC;35.81;-77.31;US
27862;Pendleton;NC;36.47;-77.19;US
27863;Pikeville;NC;35.49;-77.98;US
27864;Pinetops;NC;35.79;-77.63;US
27865;Pinetown;NC;35.6;-76.83;US
27866;Pleasant Hill;NC;36.51;-77.54;US
27867;Potecasi;NC;36.36;-77.23;US
27868;Red Oak;NC;36.03;-77.9;US
27869;Rich Square;NC;36.27;-77.28;US
27870;Roanoke Rapids;NC;36.45;-77.65;US
27871;Robersonville;NC;35.82;-77.25;US
27872;Roxobel;NC;36.2;-77.23;US
27873;Saratoga;NC;35.65;-77.77;US
27874;Scotland Neck;NC;36.13;-77.42;US
27875;Scranton;NC;35.58;-76.44;US
27876;Seaboard;NC;36.49;-77.44;US
27877;Severn;NC;36.51;-77.18;US
27878;Sharpsburg;NC;35.86;-77.83;US
27879;Simpson;NC;35.57;-77.27;US
27880;Sims;NC;35.76;-78.05;US
27881;Speed;NC;35.96;-77.44;US
27882;Spring Hope;NC;35.94;-78.1;US
27883;Stantonsburg;NC;35.6;-77.82;US
27884;Stokes;NC;35.71;-77.27;US
27885;Swanquarter;NC;35.4;-76.27;US
27886;Tarboro;NC;35.9;-77.55;US
27887;Tillery;NC;36.25;-77.48;US
27888;Walstonburg;NC;35.59;-77.69;US
27889;Washington;NC;35.55;-77.05;US
27890;Weldon;NC;36.42;-77.6;US
27891;Whitakers;NC;36.1;-77.71;US
27892;Williamston;NC;35.85;-77.05;US
27893;Wilson;NC;35.73;-77.92;US
27894;Wilson;NC;35.73;-77.92;US
27895;Wilson;NC;35.73;-77.92;US
27896;Wilson;NC;35.73;-77.92;US
27897;Woodland;NC;36.33;-77.21;US
27906;Elizabeth City;NC;36.29;-76.22;US
27907;Elizabeth City;NC;36.29;-76.22;US
27909;Elizabeth City;NC;36.29;-76.22;US
27910;Ahoskie;NC;36.28;-76.98;US
27915;Avon;NC;35.34;-75.5;US
27916;Aydlett;NC;36.32;-75.9;US
27917;Barco;NC;36.39;-75.97;US
27919;Belvidere;NC;36.26;-76.53;US
27920;Buxton;NC;35.24;-75.53;US
27921;Camden;NC;36.32;-76.16;US
27922;Cofield;NC;36.35;-76.9;US
27923;Coinjock;NC;36.34;-75.95;US
27924;Colerain;NC;36.2;-76.76;US
27925;Columbia;NC;35.91;-76.25;US
27926;Corapeake;NC;36.53;-76.57;US
27927;Corolla;NC;36.37;-75.83;US
27928;Creswell;NC;35.87;-76.39;US
27929;Currituck;NC;36.44;-76.01;US
27930;Durants Neck;NC;36.18;-76.33;US
27932;Edenton;NC;36.05;-76.6;US
27935;Eure;NC;36.42;-76.85;US
27936;Frisco;NC;35.24;-75.58;US
27937;Gates;NC;36.5;-76.76;US
27938;Gatesville;NC;36.4;-76.75;US
27939;Grandy;NC;36.24;-75.87;US
27941;Harbinger;NC;36.1;-75.81;US
27942;Harrellsville;NC;36.3;-76.79;US
27943;Hatteras;NC;35.21;-75.68;US
27944;Hertford;NC;36.18;-76.47;US
27946;Hobbsville;NC;36.34;-76.6;US
27947;Jarvisburg;NC;36.2;-75.86;US
27948;Kill Devil Hills;NC;36.01;-75.66;US
27949;Kitty Hawk;NC;36.07;-75.71;US
27950;Knotts Island;NC;36.51;-75.91;US
27953;Manns Harbor;NC;35.81;-75.91;US
27954;Manteo;NC;35.89;-75.66;US
27956;Maple;NC;36.41;-76;US
27957;Merry Hill;NC;36.01;-76.77;US
27958;Moyock;NC;36.48;-76.13;US
27959;Nags Head;NC;35.94;-75.62;US
27960;Ocracoke;NC;35.12;-75.91;US
27962;Plymouth;NC;35.86;-76.74;US
27964;Point Harbor;NC;36.08;-75.8;US
27965;Poplar Branch;NC;36.28;-75.89;US
27966;Powells Point;NC;36.15;-75.85;US
27967;Powellsville;NC;36.22;-76.93;US
27968;Rodanthe;NC;35.69;-75.48;US
27969;Roduco;NC;36.46;-76.81;US
27970;Roper;NC;35.87;-76.61;US
27972;Salvo;NC;35.45;-75.48;US
27973;Shawboro;NC;36.4;-76.09;US
27974;Shiloh;NC;36.27;-76.08;US
27976;South Mills;NC;36.44;-76.32;US
27978;Stumpy Point;NC;35.74;-75.8;US
27979;Sunbury;NC;36.44;-76.6;US
27980;Tyner;NC;36.25;-76.63;US
27981;Wanchese;NC;35.83;-75.64;US
27982;Waves;NC;35.55;-75.46;US
27983;Windsor;NC;36;-76.94;US
27985;Winfall;NC;36.21;-76.45;US
27986;Winton;NC;36.38;-76.93;US
28001;Albemarle;NC;35.36;-80.19;US
28002;Albemarle;NC;35.36;-80.19;US
28006;Alexis;NC;35.38;-81.1;US
28007;Ansonville;NC;35.1;-80.1;US
28009;Badin;NC;35.4;-80.11;US
28010;Barium Springs;NC;35.72;-80.9;US
28012;Belmont;NC;35.24;-81.04;US
28016;Bessemer City;NC;35.28;-81.28;US
28017;Boiling Springs;NC;35.24;-81.66;US
28018;Bostic;NC;35.36;-81.83;US
28019;Caroleen;NC;35.26;-81.82;US
28020;Casar;NC;35.51;-81.61;US
28021;Cherryville;NC;35.38;-81.38;US
28023;China Grove;NC;35.57;-80.58;US
28024;Cliffside;NC;35.23;-81.77;US
28025;Concord;NC;35.4;-80.59;US
28026;Concord;NC;35.4;-80.59;US
28027;Concord;NC;35.4;-80.59;US
28031;Cornelius;NC;35.48;-80.86;US
28032;Cramerton;NC;35.23;-81.07;US
28033;Crouse;NC;35.42;-81.3;US
28034;Dallas;NC;35.31;-81.17;US
28035;Davidson;NC;35.5;-80.83;US
28036;Davidson;NC;35.49;-80.84;US
28037;Denver;NC;35.53;-81.03;US
28038;Earl;NC;35.19;-81.53;US
28039;East Spencer;NC;35.67;-80.43;US
28040;Ellenboro;NC;35.32;-81.75;US
28041;Faith;NC;35.58;-80.46;US
28042;Fallston;NC;35.42;-81.5;US
28043;Forest City;NC;35.33;-81.86;US
28052;Gastonia;NC;35.25;-81.17;US
28053;Gastonia;NC;35.25;-81.17;US
28054;Gastonia;NC;35.25;-81.17;US
28055;Gastonia;NC;35.25;-81.17;US
28056;Gastonia;NC;35.25;-81.17;US
28070;Huntersville;NC;35.41;-80.84;US
28071;Gold Hill;NC;35.52;-80.33;US
28072;Granite Quarry;NC;35.61;-80.44;US
28073;Grover;NC;35.17;-81.45;US
28074;Harris;NC;35.24;-81.87;US
28075;Harrisburg;NC;35.32;-80.66;US
28076;Henrietta;NC;35.23;-81.8;US
28077;High Shoals;NC;35.39;-81.2;US
28078;Huntersville;NC;35.41;-80.84;US
28079;Indian Trail;NC;35.07;-80.67;US
28080;Iron Station;NC;35.44;-81.15;US
28081;Kannapolis;NC;35.49;-80.62;US
28082;Kannapolis;NC;35.49;-80.62;US
28083;Kannapolis;NC;35.49;-80.62;US
28086;Kings Mountain;NC;35.24;-81.34;US
28088;Landis;NC;35.54;-80.61;US
28089;Lattimore;NC;35.31;-81.66;US
28090;Lawndale;NC;35.41;-81.56;US
28091;Lilesville;NC;34.96;-79.98;US
28092;Lincolnton;NC;35.47;-81.24;US
28093;Lincolnton;NC;35.47;-81.24;US
28097;Locust;NC;35.25;-80.43;US
28098;Lowell;NC;35.26;-81.1;US
28101;Mc Adenville;NC;35.26;-81.08;US
28102;Mc Farlan;NC;34.81;-79.97;US
28103;Marshville;NC;34.98;-80.36;US
28104;Matthews;NC;35.12;-80.71;US
28105;Matthews;NC;35.12;-80.71;US
28106;Matthews;NC;35.12;-80.71;US
28107;Midland;NC;35.22;-80.5;US
28108;Mineral Springs;NC;34.93;-80.72;US
28109;Misenheimer;NC;35.48;-80.28;US
28110;Monroe;NC;34.98;-80.54;US
28111;Monroe;NC;34.98;-80.54;US
28112;Monroe;NC;34.98;-80.54;US
28114;Mooresboro;NC;35.29;-81.69;US
28115;Mooresville;NC;35.57;-80.81;US
28117;Mooresville;NC;35.57;-80.81;US
28119;Morven;NC;34.86;-80;US
28120;Mount Holly;NC;35.3;-81.03;US
28123;Mount Mourne;NC;35.53;-80.86;US
28124;Mount Pleasant;NC;35.4;-80.43;US
28125;Mount Ulla;NC;35.65;-80.72;US
28126;Newell;NC;35.27;-80.73;US
28127;New London;NC;35.44;-80.21;US
28128;Norwood;NC;35.22;-80.12;US
28129;Oakboro;NC;35.22;-80.32;US
28130;Paw Creek;NC;35.27;-80.93;US
28133;Peachland;NC;34.99;-80.26;US
28134;Pineville;NC;35.08;-80.88;US
28135;Polkton;NC;35;-80.2;US
28136;Polkville;NC;35.41;-81.64;US
28137;Richfield;NC;35.47;-80.25;US
28138;Rockwell;NC;35.55;-80.4;US
28139;Rutherfordton;NC;35.36;-81.96;US
28144;Salisbury;NC;35.66;-80.48;US
28145;Salisbury;NC;35.66;-80.48;US
28146;Salisbury;NC;35.66;-80.48;US
28147;Salisbury;NC;35.66;-80.48;US
28150;Shelby;NC;35.28;-81.54;US
28151;Shelby;NC;35.28;-81.54;US
28152;Shelby;NC;35.28;-81.54;US
28159;Spencer;NC;35.69;-80.43;US
28160;Spindale;NC;35.36;-81.92;US
28163;Stanfield;NC;35.23;-80.42;US
28164;Stanley;NC;35.35;-81.09;US
28166;Troutman;NC;35.7;-80.89;US
28167;Union Mills;NC;35.49;-81.96;US
28168;Vale;NC;35.53;-81.39;US
28169;Waco;NC;35.36;-81.42;US
28170;Wadesboro;NC;34.96;-80.06;US
28173;Waxhaw;NC;34.92;-80.74;US
28174;Wingate;NC;34.98;-80.44;US
28201;Charlotte;NC;35.19;-80.83;US
28202;Charlotte;NC;35.19;-80.83;US
28203;Charlotte;NC;35.19;-80.83;US
28204;Charlotte;NC;35.19;-80.83;US
28205;Charlotte;NC;35.19;-80.83;US
28206;Charlotte;NC;35.19;-80.83;US
28207;Charlotte;NC;35.19;-80.83;US
28208;Charlotte;NC;35.19;-80.83;US
28209;Charlotte;NC;35.19;-80.83;US
28210;Charlotte;NC;35.19;-80.83;US
28211;Charlotte;NC;35.19;-80.83;US
28212;Charlotte;NC;35.19;-80.83;US
28213;Charlotte;NC;35.19;-80.83;US
28214;Charlotte;NC;35.19;-80.83;US
28215;Charlotte;NC;35.19;-80.83;US
28216;Charlotte;NC;35.19;-80.83;US
28217;Charlotte;NC;35.19;-80.83;US
28218;Charlotte;NC;35.19;-80.83;US
28219;Charlotte;NC;35.19;-80.83;US
28220;Charlotte;NC;35.19;-80.83;US
28221;Charlotte;NC;35.19;-80.83;US
28222;Charlotte;NC;35.19;-80.83;US
28223;Charlotte;NC;35.19;-80.83;US
28224;Charlotte;NC;35.19;-80.83;US
28226;Charlotte;NC;35.19;-80.83;US
28227;Charlotte;NC;35.19;-80.83;US
28228;Charlotte;NC;35.19;-80.83;US
28229;Charlotte;NC;35.19;-80.83;US
28230;Charlotte;NC;35.19;-80.83;US
28231;Charlotte;NC;35.19;-80.83;US
28232;Charlotte;NC;35.19;-80.83;US
28233;Charlotte;NC;35.19;-80.83;US
28234;Charlotte;NC;35.19;-80.83;US
28235;Charlotte;NC;35.19;-80.83;US
28236;Charlotte;NC;35.19;-80.83;US
28237;Charlotte;NC;35.19;-80.83;US
28241;Charlotte;NC;35.19;-80.83;US
28242;Charlotte;NC;35.19;-80.83;US
28243;Charlotte;NC;35.19;-80.83;US
28244;Charlotte;NC;35.19;-80.83;US
28246;Charlotte;NC;35.19;-80.83;US
28247;Charlotte;NC;35.19;-80.83;US
28250;Charlotte;NC;35.19;-80.83;US
28253;Charlotte;NC;35.19;-80.83;US
28254;Charlotte;NC;35.19;-80.83;US
28255;Charlotte;NC;35.19;-80.83;US
28256;Charlotte;NC;35.19;-80.83;US
28258;Charlotte;NC;35.19;-80.83;US
28260;Charlotte;NC;35.19;-80.83;US
28262;Charlotte;NC;35.19;-80.83;US
28263;Charlotte;NC;35.21;-80.69;US
28265;Charlotte;NC;35.19;-80.83;US
28266;Charlotte;NC;35.19;-80.83;US
28269;Charlotte;NC;35.19;-80.83;US
28270;Charlotte;NC;35.19;-80.83;US
28271;Charlotte;NC;35.22;-80.84;US
28272;Charlotte;NC;35.19;-80.83;US
28273;Charlotte;NC;35.19;-80.83;US
28274;Charlotte;NC;35.19;-80.83;US
28275;Charlotte;NC;35.19;-80.83;US
28277;Charlotte;NC;35.19;-80.83;US
28278;Charlotte;NC;35.19;-80.83;US
28280;Charlotte;NC;35.19;-80.83;US
28281;Charlotte;NC;35.19;-80.83;US
28282;Charlotte;NC;35.19;-80.83;US
28284;Charlotte;NC;35.19;-80.83;US
28285;Charlotte;NC;35.19;-80.83;US
28287;Charlotte;NC;35.19;-80.83;US
28288;Charlotte;NC;35.19;-80.83;US
28289;Charlotte;NC;35.19;-80.83;US
28290;Charlotte;NC;35.19;-80.83;US
28296;Charlotte;NC;35.19;-80.83;US
28297;Charlotte;NC;35.19;-80.83;US
28299;Charlotte;NC;35.19;-80.83;US
28301;Fayetteville;NC;35.05;-78.87;US
28302;Fayetteville;NC;35.05;-78.87;US
28303;Fayetteville;NC;35.05;-78.87;US
28304;Fayetteville;NC;35.05;-78.87;US
28305;Fayetteville;NC;35.05;-78.87;US
28306;Fayetteville;NC;35.05;-78.87;US
28307;Fort Bragg;NC;35.13;-79;US
28308;Pope Army Airfield;NC;35.17;-79.02;US
28309;Fayetteville;NC;35.05;-78.87;US
28310;Fort Bragg;NC;35.13;-79;US
28311;Fayetteville;NC;35.05;-78.87;US
28312;Fayetteville;NC;34.93;-78.72;US
28314;Fayetteville;NC;35.05;-78.87;US
28315;Aberdeen;NC;35.13;-79.42;US
28318;Autryville;NC;34.99;-78.64;US
28319;Barnesville;NC;34.4;-79.04;US
28320;Bladenboro;NC;34.53;-78.79;US
28323;Bunnlevel;NC;35.29;-78.83;US
28325;Calypso;NC;35.15;-78.1;US
28326;Cameron;NC;35.32;-79.25;US
28327;Carthage;NC;35.34;-79.41;US
28328;Clinton;NC;35;-78.33;US
28329;Clinton;NC;35;-78.33;US
28330;Cordova;NC;34.94;-79.82;US
28331;Cumberland;NC;35.03;-79.01;US
28332;Dublin;NC;34.65;-78.72;US
28333;Dudley;NC;35.27;-78.03;US
28334;Dunn;NC;35.31;-78.61;US
28335;Dunn;NC;35.31;-78.61;US
28337;Elizabethtown;NC;34.62;-78.61;US
28338;Ellerbe;NC;35.07;-79.76;US
28339;Erwin;NC;35.32;-78.67;US
28340;Fairmont;NC;34.49;-79.11;US
28341;Faison;NC;35.11;-78.13;US
28342;Falcon;NC;35.19;-78.64;US
28343;Gibson;NC;34.75;-79.6;US
28344;Godwin;NC;35.21;-78.68;US
28345;Hamlet;NC;34.88;-79.7;US
28347;Hoffman;NC;35.03;-79.54;US
28348;Hope Mills;NC;34.97;-78.95;US
28349;Kenansville;NC;34.96;-77.96;US
28350;Lakeview;NC;35.22;-79.32;US
28351;Laurel Hill;NC;34.8;-79.54;US
28352;Laurinburg;NC;34.76;-79.47;US
28353;Laurinburg;NC;34.76;-79.47;US
28355;Lemon Springs;NC;35.38;-79.2;US
28356;Linden;NC;35.25;-78.74;US
28357;Lumber Bridge;NC;34.88;-79.07;US
28358;Lumberton;NC;34.63;-79.01;US
28359;Lumberton;NC;34.63;-79.01;US
